Sexo;Comunidades y Ciudades Autónomas;Tipo de sector;Periodo;Total
Hombres;11 Extremadura;Empleo público;2010T3;48,2
Hombres;11 Extremadura;Empleo público;2010T2;48,2
Hombres;11 Extremadura;Empleo público;2010T1;47,7
Hombres;11 Extremadura;Empleo público;2009T4;52,8
Hombres;11 Extremadura;Empleo público;2009T3;51,5
Hombres;11 Extremadura;Empleo público;2009T2;49,8
Hombres;11 Extremadura;Empleo público;2009T1;48,2
Hombres;11 Extremadura;Empleo público;2008T4;45,8
Hombres;11 Extremadura;Empleo público;2008T3;46,0
Hombres;11 Extremadura;Empleo público;2008T2;46,3
Hombres;11 Extremadura;Empleo público;2008T1;44,6
Hombres;11 Extremadura;Empleo público;2007T4;43,1
Hombres;11 Extremadura;Empleo público;2007T3;44,7
Hombres;11 Extremadura;Empleo público;2007T2;44,5
Hombres;11 Extremadura;Empleo público;2007T1;47,5
Hombres;11 Extremadura;Empleo público;2006T4;46,0
Hombres;11 Extremadura;Empleo público;2006T3;44,6
Hombres;11 Extremadura;Empleo público;2006T2;44,2
Hombres;11 Extremadura;Empleo público;2006T1;44,6
Hombres;11 Extremadura;Empleo público;2005T4;40,9
Hombres;11 Extremadura;Empleo público;2005T3;41,3
Hombres;11 Extremadura;Empleo público;2005T2;44,7
Hombres;11 Extremadura;Empleo público;2005T1;46,7
Hombres;11 Extremadura;Empleo público;2004T4;47,5
Hombres;11 Extremadura;Empleo público;2004T3;46,5
Hombres;11 Extremadura;Empleo público;2004T2;44,6
Hombres;11 Extremadura;Empleo público;2004T1;43,3
Hombres;11 Extremadura;Empleo público;2003T4;43,1
Hombres;11 Extremadura;Empleo público;2003T3;42,5
Hombres;11 Extremadura;Empleo público;2003T2;41,0
Hombres;11 Extremadura;Empleo público;2003T1;40,7
Hombres;11 Extremadura;Empleo público;2002T4;44,4
Hombres;11 Extremadura;Empleo público;2002T3;44,6
Hombres;11 Extremadura;Empleo público;2002T2;44,1
Hombres;11 Extremadura;Empleo público;2002T1;45,5
Hombres;12 Galicia;Empleo público;2023T1;82,0
Hombres;12 Galicia;Empleo público;2022T4;81,6
Hombres;12 Galicia;Empleo público;2022T3;79,3
Hombres;12 Galicia;Empleo público;2022T2;77,7
Hombres;12 Galicia;Empleo público;2022T1;75,9
Hombres;12 Galicia;Empleo público;2021T4;78,4
Hombres;12 Galicia;Empleo público;2021T3;85,2
Hombres;12 Galicia;Empleo público;2021T2;80,1
Hombres;12 Galicia;Empleo público;2021T1;81,1
Hombres;12 Galicia;Empleo público;2020T4;84,8
Hombres;12 Galicia;Empleo público;2020T3;84,4
Hombres;12 Galicia;Empleo público;2020T2;78,8
Hombres;12 Galicia;Empleo público;2020T1;77,5
Hombres;12 Galicia;Empleo público;2019T4;76,2
Hombres;12 Galicia;Empleo público;2019T3;74,1
Hombres;12 Galicia;Empleo público;2019T2;73,7
Hombres;12 Galicia;Empleo público;2019T1;77,0
Hombres;12 Galicia;Empleo público;2018T4;78,8
Hombres;12 Galicia;Empleo público;2018T3;81,2
Hombres;12 Galicia;Empleo público;2018T2;83,5
Hombres;12 Galicia;Empleo público;2018T1;79,8
Hombres;12 Galicia;Empleo público;2017T4;78,6
Hombres;12 Galicia;Empleo público;2017T3;77,6
Hombres;12 Galicia;Empleo público;2017T2;74,9
Hombres;12 Galicia;Empleo público;2017T1;73,6
Hombres;12 Galicia;Empleo público;2016T4;76,7
Hombres;12 Galicia;Empleo público;2016T3;80,8
Hombres;12 Galicia;Empleo público;2016T2;81,9
Hombres;12 Galicia;Empleo público;2016T1;78,9
Hombres;12 Galicia;Empleo público;2015T4;82,0
Hombres;12 Galicia;Empleo público;2015T3;83,8
Hombres;12 Galicia;Empleo público;2015T2;77,6
Hombres;12 Galicia;Empleo público;2015T1;78,4
Hombres;12 Galicia;Empleo público;2014T4;77,9
Hombres;12 Galicia;Empleo público;2014T3;82,0
Hombres;12 Galicia;Empleo público;2014T2;79,8
Hombres;12 Galicia;Empleo público;2014T1;83,1
Hombres;12 Galicia;Empleo público;2013T4;81,9
Hombres;12 Galicia;Empleo público;2013T3;78,7
Hombres;12 Galicia;Empleo público;2013T2;78,6
Hombres;12 Galicia;Empleo público;2013T1;81,6
Hombres;12 Galicia;Empleo público;2012T4;82,8
Hombres;12 Galicia;Empleo público;2012T3;87,6
Hombres;12 Galicia;Empleo público;2012T2;87,2
Hombres;12 Galicia;Empleo público;2012T1;93,7
Hombres;12 Galicia;Empleo público;2011T4;93,3
Hombres;12 Galicia;Empleo público;2011T3;90,3
Hombres;12 Galicia;Empleo público;2011T2;88,6
Hombres;12 Galicia;Empleo público;2011T1;88,8
Hombres;12 Galicia;Empleo público;2010T4;89,7
Hombres;12 Galicia;Empleo público;2010T3;90,3
Hombres;12 Galicia;Empleo público;2010T2;85,0
Hombres;12 Galicia;Empleo público;2010T1;85,3
Hombres;12 Galicia;Empleo público;2009T4;86,4
Hombres;12 Galicia;Empleo público;2009T3;87,9
Hombres;12 Galicia;Empleo público;2009T2;85,4
Hombres;12 Galicia;Empleo público;2009T1;88,3
Hombres;12 Galicia;Empleo público;2008T4;86,5
Hombres;12 Galicia;Empleo público;2008T3;92,2
Hombres;12 Galicia;Empleo público;2008T2;88,9
Hombres;12 Galicia;Empleo público;2008T1;88,9
Hombres;12 Galicia;Empleo público;2007T4;87,0
Hombres;12 Galicia;Empleo público;2007T3;93,6
Hombres;12 Galicia;Empleo público;2007T2;92,6
Hombres;12 Galicia;Empleo público;2007T1;85,6
Hombres;12 Galicia;Empleo público;2006T4;85,2
Hombres;12 Galicia;Empleo público;2006T3;87,2
Hombres;12 Galicia;Empleo público;2006T2;88,2
Hombres;12 Galicia;Empleo público;2006T1;86,3
Hombres;12 Galicia;Empleo público;2005T4;86,6
Hombres;12 Galicia;Empleo público;2005T3;92,6
Hombres;12 Galicia;Empleo público;2005T2;87,2
Hombres;12 Galicia;Empleo público;2005T1;83,2
Hombres;12 Galicia;Empleo público;2004T4;86,7
Hombres;12 Galicia;Empleo público;2004T3;86,1
Hombres;12 Galicia;Empleo público;2004T2;83,0
Hombres;12 Galicia;Empleo público;2004T1;84,5
Hombres;12 Galicia;Empleo público;2003T4;84,3
Hombres;12 Galicia;Empleo público;2003T3;88,7
Hombres;12 Galicia;Empleo público;2003T2;86,8
Hombres;12 Galicia;Empleo público;2003T1;86,1
Hombres;12 Galicia;Empleo público;2002T4;87,9
Hombres;12 Galicia;Empleo público;2002T3;82,1
Hombres;12 Galicia;Empleo público;2002T2;70,6
Hombres;12 Galicia;Empleo público;2002T1;69,8
Hombres;13 Madrid, Comunidad de;Empleo público;2023T1;206,3
Hombres;13 Madrid, Comunidad de;Empleo público;2022T4;210,7
Hombres;13 Madrid, Comunidad de;Empleo público;2022T3;200,9
Hombres;13 Madrid, Comunidad de;Empleo público;2022T2;191,9
Hombres;13 Madrid, Comunidad de;Empleo público;2022T1;192,3
Hombres;13 Madrid, Comunidad de;Empleo público;2021T4;179,6
Hombres;13 Madrid, Comunidad de;Empleo público;2021T3;203,8
Hombres;13 Madrid, Comunidad de;Empleo público;2021T2;210,6
Hombres;13 Madrid, Comunidad de;Empleo público;2021T1;219,3
Hombres;13 Madrid, Comunidad de;Empleo público;2020T4;244,9
Hombres;13 Madrid, Comunidad de;Empleo público;2020T3;242,4
Hombres;13 Madrid, Comunidad de;Empleo público;2020T2;232,3
Hombres;13 Madrid, Comunidad de;Empleo público;2020T1;229,1
Hombres;13 Madrid, Comunidad de;Empleo público;2019T4;219,1
Hombres;13 Madrid, Comunidad de;Empleo público;2019T3;217,0
Hombres;13 Madrid, Comunidad de;Empleo público;2019T2;212,5
Hombres;13 Madrid, Comunidad de;Empleo público;2019T1;205,9
Hombres;13 Madrid, Comunidad de;Empleo público;2018T4;213,4
Hombres;13 Madrid, Comunidad de;Empleo público;2018T3;203,8
Hombres;13 Madrid, Comunidad de;Empleo público;2018T2;201,8
Hombres;13 Madrid, Comunidad de;Empleo público;2018T1;208,9
Hombres;13 Madrid, Comunidad de;Empleo público;2017T4;198,6
Hombres;13 Madrid, Comunidad de;Empleo público;2017T3;209,7
Hombres;13 Madrid, Comunidad de;Empleo público;2017T2;191,8
Hombres;13 Madrid, Comunidad de;Empleo público;2017T1;193,5
Hombres;13 Madrid, Comunidad de;Empleo público;2016T4;195,7
Hombres;13 Madrid, Comunidad de;Empleo público;2016T3;192,1
Hombres;13 Madrid, Comunidad de;Empleo público;2016T2;201,1
Hombres;13 Madrid, Comunidad de;Empleo público;2016T1;202,8
Hombres;13 Madrid, Comunidad de;Empleo público;2015T4;208,4
Hombres;13 Madrid, Comunidad de;Empleo público;2015T3;208,6
Hombres;13 Madrid, Comunidad de;Empleo público;2015T2;209,2
Hombres;13 Madrid, Comunidad de;Empleo público;2015T1;211,1
Hombres;13 Madrid, Comunidad de;Empleo público;2014T4;220,8
Hombres;13 Madrid, Comunidad de;Empleo público;2014T3;206,1
Hombres;13 Madrid, Comunidad de;Empleo público;2014T2;206,2
Hombres;13 Madrid, Comunidad de;Empleo público;2014T1;194,4
Hombres;13 Madrid, Comunidad de;Empleo público;2013T4;194,3
Hombres;13 Madrid, Comunidad de;Empleo público;2013T3;206,8
Hombres;13 Madrid, Comunidad de;Empleo público;2013T2;206,5
Hombres;13 Madrid, Comunidad de;Empleo público;2013T1;220,6
Hombres;13 Madrid, Comunidad de;Empleo público;2012T4;211,3
Hombres;13 Madrid, Comunidad de;Empleo público;2012T3;212,7
Hombres;13 Madrid, Comunidad de;Empleo público;2012T2;231,1
Hombres;13 Madrid, Comunidad de;Empleo público;2012T1;241,3
Hombres;13 Madrid, Comunidad de;Empleo público;2011T4;233,3
Hombres;13 Madrid, Comunidad de;Empleo público;2011T3;255,9
Hombres;13 Madrid, Comunidad de;Empleo público;2011T2;245,4
Hombres;13 Madrid, Comunidad de;Empleo público;2011T1;249,1
Hombres;13 Madrid, Comunidad de;Empleo público;2010T4;243,0
Hombres;13 Madrid, Comunidad de;Empleo público;2010T3;246,0
Hombres;13 Madrid, Comunidad de;Empleo público;2010T2;249,6
Hombres;13 Madrid, Comunidad de;Empleo público;2010T1;240,4
Hombres;13 Madrid, Comunidad de;Empleo público;2009T4;231,9
Hombres;13 Madrid, Comunidad de;Empleo público;2009T3;238,6
Hombres;13 Madrid, Comunidad de;Empleo público;2009T2;242,9
Hombres;13 Madrid, Comunidad de;Empleo público;2009T1;243,1
Hombres;13 Madrid, Comunidad de;Empleo público;2008T4;232,5
Hombres;13 Madrid, Comunidad de;Empleo público;2008T3;212,4
Hombres;13 Madrid, Comunidad de;Empleo público;2008T2;204,4
Hombres;13 Madrid, Comunidad de;Empleo público;2008T1;190,2
Hombres;13 Madrid, Comunidad de;Empleo público;2007T4;208,6
Hombres;13 Madrid, Comunidad de;Empleo público;2007T3;231,0
Hombres;13 Madrid, Comunidad de;Empleo público;2007T2;225,9
Hombres;13 Madrid, Comunidad de;Empleo público;2007T1;243,1
Hombres;13 Madrid, Comunidad de;Empleo público;2006T4;216,9
Hombres;13 Madrid, Comunidad de;Empleo público;2006T3;214,7
Hombres;13 Madrid, Comunidad de;Empleo público;2006T2;220,3
Hombres;13 Madrid, Comunidad de;Empleo público;2006T1;217,4
Hombres;13 Madrid, Comunidad de;Empleo público;2005T4;212,6
Hombres;13 Madrid, Comunidad de;Empleo público;2005T3;212,7
Hombres;13 Madrid, Comunidad de;Empleo público;2005T2;206,3
Hombres;13 Madrid, Comunidad de;Empleo público;2005T1;221,7
Hombres;13 Madrid, Comunidad de;Empleo público;2004T4;237,8
Hombres;13 Madrid, Comunidad de;Empleo público;2004T3;239,3
Hombres;13 Madrid, Comunidad de;Empleo público;2004T2;224,0
Hombres;13 Madrid, Comunidad de;Empleo público;2004T1;219,6
Hombres;13 Madrid, Comunidad de;Empleo público;2003T4;215,9
Hombres;13 Madrid, Comunidad de;Empleo público;2003T3;218,4
Hombres;13 Madrid, Comunidad de;Empleo público;2003T2;212,9
Hombres;13 Madrid, Comunidad de;Empleo público;2003T1;216,5
Hombres;13 Madrid, Comunidad de;Empleo público;2002T4;232,5
Hombres;13 Madrid, Comunidad de;Empleo público;2002T3;233,2
Hombres;13 Madrid, Comunidad de;Empleo público;2002T2;236,1
Hombres;13 Madrid, Comunidad de;Empleo público;2002T1;230,2
Hombres;14 Murcia, Región de;Empleo público;2023T1;44,9
Hombres;14 Murcia, Región de;Empleo público;2022T4;44,9
Hombres;14 Murcia, Región de;Empleo público;2022T3;42,1
Hombres;14 Murcia, Región de;Empleo público;2022T2;40,4
Hombres;14 Murcia, Región de;Empleo público;2022T1;42,7
Hombres;14 Murcia, Región de;Empleo público;2021T4;41,2
Hombres;14 Murcia, Región de;Empleo público;2021T3;41,7
Hombres;14 Murcia, Región de;Empleo público;2021T2;42,9
Hombres;14 Murcia, Región de;Empleo público;2021T1;40,3
Hombres;14 Murcia, Región de;Empleo público;2020T4;39,4
Hombres;14 Murcia, Región de;Empleo público;2020T3;45,3
Hombres;14 Murcia, Región de;Empleo público;2020T2;43,6
Hombres;14 Murcia, Región de;Empleo público;2020T1;44,4
Hombres;14 Murcia, Región de;Empleo público;2019T4;42,8
Hombres;14 Murcia, Región de;Empleo público;2019T3;40,8
Hombres;14 Murcia, Región de;Empleo público;2019T2;43,8
Hombres;14 Murcia, Región de;Empleo público;2019T1;38,9
Hombres;14 Murcia, Región de;Empleo público;2018T4;40,2
Hombres;14 Murcia, Región de;Empleo público;2018T3;39,4
Hombres;14 Murcia, Región de;Empleo público;2018T2;41,0
Hombres;14 Murcia, Región de;Empleo público;2018T1;44,6
Hombres;14 Murcia, Región de;Empleo público;2017T4;48,1
Hombres;14 Murcia, Región de;Empleo público;2017T3;48,3
Hombres;14 Murcia, Región de;Empleo público;2017T2;43,6
Hombres;14 Murcia, Región de;Empleo público;2017T1;42,5
Hombres;14 Murcia, Región de;Empleo público;2016T4;39,7
Hombres;14 Murcia, Región de;Empleo público;2016T3;43,4
Hombres;14 Murcia, Región de;Empleo público;2016T2;44,7
Hombres;14 Murcia, Región de;Empleo público;2016T1;42,9
Hombres;14 Murcia, Región de;Empleo público;2015T4;44,1
Hombres;14 Murcia, Región de;Empleo público;2015T3;42,9
Hombres;14 Murcia, Región de;Empleo público;2015T2;45,0
Hombres;14 Murcia, Región de;Empleo público;2015T1;40,8
Hombres;14 Murcia, Región de;Empleo público;2014T4;40,6
Hombres;14 Murcia, Región de;Empleo público;2014T3;40,7
Hombres;14 Murcia, Región de;Empleo público;2014T2;39,9
Hombres;14 Murcia, Región de;Empleo público;2014T1;39,6
Hombres;14 Murcia, Región de;Empleo público;2013T4;43,4
Hombres;14 Murcia, Región de;Empleo público;2013T3;44,9
Hombres;14 Murcia, Región de;Empleo público;2013T2;40,4
Hombres;14 Murcia, Región de;Empleo público;2013T1;38,0
Hombres;14 Murcia, Región de;Empleo público;2012T4;36,6
Hombres;14 Murcia, Región de;Empleo público;2012T3;37,7
Hombres;14 Murcia, Región de;Empleo público;2012T2;36,7
Hombres;14 Murcia, Región de;Empleo público;2012T1;36,8
Hombres;14 Murcia, Región de;Empleo público;2011T4;42,7
Hombres;14 Murcia, Región de;Empleo público;2011T3;43,6
Hombres;14 Murcia, Región de;Empleo público;2011T2;41,3
Hombres;14 Murcia, Región de;Empleo público;2011T1;42,4
Hombres;14 Murcia, Región de;Empleo público;2010T4;45,9
Hombres;14 Murcia, Región de;Empleo público;2010T3;42,2
Hombres;14 Murcia, Región de;Empleo público;2010T2;41,3
Hombres;14 Murcia, Región de;Empleo público;2010T1;42,6
Hombres;14 Murcia, Región de;Empleo público;2009T4;47,2
Hombres;14 Murcia, Región de;Empleo público;2009T3;46,3
Hombres;14 Murcia, Región de;Empleo público;2009T2;49,1
Hombres;14 Murcia, Región de;Empleo público;2009T1;49,2
Hombres;14 Murcia, Región de;Empleo público;2008T4;45,5
Hombres;14 Murcia, Región de;Empleo público;2008T3;45,7
Hombres;14 Murcia, Región de;Empleo público;2008T2;41,2
Hombres;14 Murcia, Región de;Empleo público;2008T1;42,0
Hombres;14 Murcia, Región de;Empleo público;2007T4;40,4
Hombres;14 Murcia, Región de;Empleo público;2007T3;38,5
Hombres;14 Murcia, Región de;Empleo público;2007T2;41,5
Hombres;14 Murcia, Región de;Empleo público;2007T1;40,5
Hombres;14 Murcia, Región de;Empleo público;2006T4;41,1
Hombres;14 Murcia, Región de;Empleo público;2006T3;44,5
Hombres;14 Murcia, Región de;Empleo público;2006T2;45,0
Hombres;14 Murcia, Región de;Empleo público;2006T1;41,6
Hombres;14 Murcia, Región de;Empleo público;2005T4;41,1
Hombres;14 Murcia, Región de;Empleo público;2005T3;44,0
Hombres;14 Murcia, Región de;Empleo público;2005T2;47,0
Hombres;14 Murcia, Región de;Empleo público;2005T1;45,6
Hombres;14 Murcia, Región de;Empleo público;2004T4;43,3
Hombres;14 Murcia, Región de;Empleo público;2004T3;41,5
Hombres;14 Murcia, Región de;Empleo público;2004T2;39,7
Hombres;14 Murcia, Región de;Empleo público;2004T1;38,0
Hombres;14 Murcia, Región de;Empleo público;2003T4;39,6
Hombres;14 Murcia, Región de;Empleo público;2003T3;41,8
Hombres;14 Murcia, Región de;Empleo público;2003T2;42,5
Hombres;14 Murcia, Región de;Empleo público;2003T1;43,1
Hombres;14 Murcia, Región de;Empleo público;2002T4;44,8
Hombres;14 Murcia, Región de;Empleo público;2002T3;43,8
Hombres;14 Murcia, Región de;Empleo público;2002T2;45,4
Hombres;14 Murcia, Región de;Empleo público;2002T1;40,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2023T1;16,0
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2022T4;17,2
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2022T3;20,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2022T2;19,7
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2022T1;17,7
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2021T4;17,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2021T3;18,6
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2021T2;16,7
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2021T1;16,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2020T4;18,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2020T3;17,4
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2020T2;18,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2020T1;19,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2019T4;20,5
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2019T3;19,5
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2019T2;17,4
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2019T1;17,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2018T4;16,2
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2018T3;16,0
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2018T2;14,8
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2018T1;13,9
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2017T4;16,0
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2017T3;17,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2017T2;16,9
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2017T1;18,7
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2016T4;18,6
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2016T3;18,5
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2016T2;17,9
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2016T1;18,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2015T4;17,0
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2015T3;16,2
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2015T2;17,6
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2015T1;18,5
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2014T4;19,9
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2014T3;17,8
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2014T2;18,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2014T1;18,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2013T4;17,2
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2013T3;18,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2013T2;15,4
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2013T1;15,5
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2012T4;17,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2012T3;16,8
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2012T2;17,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2012T1;17,4
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2011T4;17,2
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2011T3;18,4
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2011T2;17,4
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2011T1;18,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2010T4;17,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2010T3;17,9
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2010T2;15,8
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2010T1;15,9
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2009T4;17,2
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2009T3;17,5
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2009T2;15,4
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2009T1;15,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2008T4;16,4
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2008T3;17,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2008T2;14,7
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2008T1;13,9
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2007T4;15,6
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2007T3;16,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2007T2;15,9
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2007T1;16,6
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2006T4;18,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2006T3;18,5
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2006T2;16,6
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2006T1;18,0
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2005T4;17,6
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2005T3;17,7
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2005T2;15,7
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2005T1;15,4
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2004T4;16,6
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2004T3;15,7
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2004T2;15,1
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2004T1;14,7
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2003T4;16,8
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2003T3;15,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2003T2;15,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2003T1;15,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2002T4;16,7
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2002T3;16,4
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2002T2;15,3
Hombres;15 Navarra, Comunidad Foral de;Empleo público;2002T1;16,8
Hombres;16 País Vasco;Empleo público;2023T1;61,7
Hombres;16 País Vasco;Empleo público;2022T4;57,7
Hombres;16 País Vasco;Empleo público;2022T3;61,4
Hombres;16 País Vasco;Empleo público;2022T2;61,4
Hombres;16 País Vasco;Empleo público;2022T1;61,4
Hombres;16 País Vasco;Empleo público;2021T4;56,9
Hombres;16 País Vasco;Empleo público;2021T3;58,4
Hombres;16 País Vasco;Empleo público;2021T2;63,2
Hombres;16 País Vasco;Empleo público;2021T1;62,8
Hombres;16 País Vasco;Empleo público;2020T4;57,5
Hombres;16 País Vasco;Empleo público;2020T3;58,6
Hombres;16 País Vasco;Empleo público;2020T2;61,7
Hombres;16 País Vasco;Empleo público;2020T1;53,0
Hombres;16 País Vasco;Empleo público;2019T4;55,2
Hombres;16 País Vasco;Empleo público;2019T3;54,3
Hombres;16 País Vasco;Empleo público;2019T2;57,0
Hombres;16 País Vasco;Empleo público;2019T1;61,5
Hombres;16 País Vasco;Empleo público;2018T4;62,9
Hombres;16 País Vasco;Empleo público;2018T3;59,6
Hombres;16 País Vasco;Empleo público;2018T2;54,9
Hombres;16 País Vasco;Empleo público;2018T1;58,3
Hombres;16 País Vasco;Empleo público;2017T4;56,2
Hombres;16 País Vasco;Empleo público;2017T3;54,0
Hombres;16 País Vasco;Empleo público;2017T2;51,5
Hombres;16 País Vasco;Empleo público;2017T1;50,2
Hombres;16 País Vasco;Empleo público;2016T4;52,6
Hombres;16 País Vasco;Empleo público;2016T3;49,8
Hombres;16 País Vasco;Empleo público;2016T2;47,9
Hombres;16 País Vasco;Empleo público;2016T1;50,2
Hombres;16 País Vasco;Empleo público;2015T4;50,3
Hombres;16 País Vasco;Empleo público;2015T3;52,1
Hombres;16 País Vasco;Empleo público;2015T2;49,2
Hombres;16 País Vasco;Empleo público;2015T1;52,9
Hombres;16 País Vasco;Empleo público;2014T4;53,5
Hombres;16 País Vasco;Empleo público;2014T3;54,5
Hombres;16 País Vasco;Empleo público;2014T2;52,4
Hombres;16 País Vasco;Empleo público;2014T1;50,8
Hombres;16 País Vasco;Empleo público;2013T4;51,9
Hombres;16 País Vasco;Empleo público;2013T3;54,6
Hombres;16 País Vasco;Empleo público;2013T2;54,4
Hombres;16 País Vasco;Empleo público;2013T1;55,6
Hombres;16 País Vasco;Empleo público;2012T4;59,7
Hombres;16 País Vasco;Empleo público;2012T3;60,3
Hombres;16 País Vasco;Empleo público;2012T2;58,4
Hombres;16 País Vasco;Empleo público;2012T1;60,2
Hombres;16 País Vasco;Empleo público;2011T4;60,3
Hombres;16 País Vasco;Empleo público;2011T3;60,1
Hombres;16 País Vasco;Empleo público;2011T2;61,5
Hombres;16 País Vasco;Empleo público;2011T1;63,3
Hombres;16 País Vasco;Empleo público;2010T4;63,0
Hombres;16 País Vasco;Empleo público;2010T3;63,2
Hombres;16 País Vasco;Empleo público;2010T2;54,4
Hombres;16 País Vasco;Empleo público;2010T1;58,7
Hombres;16 País Vasco;Empleo público;2009T4;53,9
Hombres;16 País Vasco;Empleo público;2009T3;55,2
Hombres;16 País Vasco;Empleo público;2009T2;54,5
Hombres;16 País Vasco;Empleo público;2009T1;53,1
Hombres;16 País Vasco;Empleo público;2008T4;53,8
Hombres;16 País Vasco;Empleo público;2008T3;55,5
Hombres;16 País Vasco;Empleo público;2008T2;52,0
Hombres;16 País Vasco;Empleo público;2008T1;48,6
Hombres;16 País Vasco;Empleo público;2007T4;53,1
Hombres;16 País Vasco;Empleo público;2007T3;54,9
Hombres;16 País Vasco;Empleo público;2007T2;50,4
Hombres;16 País Vasco;Empleo público;2007T1;51,4
Hombres;16 País Vasco;Empleo público;2006T4;56,9
Hombres;16 País Vasco;Empleo público;2006T3;60,9
Hombres;16 País Vasco;Empleo público;2006T2;58,9
Hombres;16 País Vasco;Empleo público;2006T1;60,1
Hombres;16 País Vasco;Empleo público;2005T4;59,1
Hombres;16 País Vasco;Empleo público;2005T3;55,7
Hombres;16 País Vasco;Empleo público;2005T2;54,8
